# x_1,x_2,Class_label
1.46857898e+02,3.62325873e+02,0
1.15885292e+02,-1.68356125e+02,2
-3.64518750e+01,-3.79909608e+02,1
1.29390203e+02,4.72676153e+02,0
1.28173315e+02,-1.89990121e+02,2
1.32628306e+02,4.45767324e+02,0
1.23726765e+02,4.70845923e+02,0
1.52764366e+02,-1.97808131e+02,2
1.46050024e+02,3.77854871e+02,0
-9.75781620e+01,-1.35865193e+02,1
-9.59596624e+01,-1.89948249e+02,1
1.36400760e+02,4.33178722e+02,1
1.23027269e+02,4.88942645e+02,0
1.34982342e+02,-1.32443198e+02,2
-9.51576366e+01,-1.81034145e+02,1
1.49147808e+02,-2.19212571e+02,2
-9.00452690e+01,-2.86329072e+02,1
1.19041952e+02,5.61628835e+02,0
1.22711438e+02,5.01644657e+02,0
-1.22896698e+02,-1.65818571e+02,1
-8.25044274e+01,-2.16963456e+02,1
1.39347703e+02,-1.95378049e+02,2
1.38370254e+02,-1.84021362e+02,2
1.45903286e+02,3.98054306e+02,0
1.38557136e+02,-1.84596333e+02,2
-1.35155529e+02,-3.48823064e+02,1
-4.06205193e+00,-1.82960661e+02,1
-5.45901422e+01,-2.38337749e+02,1
1.70282132e+02,-1.70145836e+02,2
1.34621478e+02,4.36554564e+02,0
1.03460457e+02,-1.92590560e+02,2
1.48515946e+02,-2.32524285e+02,2
1.42487380e+02,-1.93372109e+02,2
-9.74685111e+01,-3.62224353e+02,1
-1.29924625e+02,-9.39163030e+01,1
1.25182451e+02,-1.61961420e+02,2
-8.85236888e+01,-2.04313983e+02,1
1.10044307e+02,5.78082353e+02,0
-1.32588040e+02,-1.64651861e+02,1
1.31928248e+02,4.56787817e+02,0
1.29678679e+02,-2.13285226e+02,2
1.29237786e+02,4.60402060e+02,0
1.60356430e+02,-2.78246608e+02,2
-7.59395585e+01,-1.46596342e+02,1
1.32667616e+02,4.04531897e+02,0
1.24861496e+02,4.73549086e+02,0
1.08018737e+02,-1.45254138e+02,2
1.26141601e+02,4.57565581e+02,0
1.40191873e+02,-2.02209014e+02,2
1.36503639e+02,4.62297304e+02,0
-1.06479462e+02,-2.37007480e+02,1
1.17976040e+02,-1.84495148e+02,2
1.33432206e+02,4.48928591e+02,0
-1.35140445e+02,-3.14946436e+02,1
1.38503892e+02,4.27722904e+02,0
1.44960677e+02,3.99271624e+02,0
1.36263067e+02,-1.61449529e+02,2
-7.68557120e+01,-2.36976825e+00,1
-1.14062993e+02,-1.60596721e+02,1
-8.97137946e+01,-1.82631972e+02,1
1.53440015e+02,-2.05102437e+02,2
-1.01414947e+02,-8.59064300e+01,1
1.59406347e+02,-2.43395653e+02,2
1.40590266e+02,-1.72585274e+02,2
1.52167195e+02,3.49510324e+02,0
1.18570285e+02,4.91268556e+02,0
1.44668243e+02,3.60698996e+02,0
1.36980346e+02,4.08063856e+02,0
1.26163319e+02,4.92893798e+02,0
1.38994711e+02,3.92043652e+02,0
-6.50263214e+01,-3.17206716e+02,1
1.28666063e+02,4.72475290e+02,0
1.31172626e+02,4.30723944e+02,0
1.04960789e+02,-2.13995545e+02,2
1.12385821e+02,-1.66775802e+02,2
1.24126620e+02,4.71445560e+02,0
1.51489285e+02,-2.14025226e+02,2
-7.01861982e+01,-1.87897462e+02,1
1.30254880e+02,-2.06092682e+02,2
1.44131665e+02,-1.57415609e+02,2
-1.05192548e+02,-1.54833941e+02,1
1.18683886e+02,-2.48170268e+02,2
1.37728696e+02,4.16376199e+02,0
1.28328964e+02,-1.17222547e+02,2
-1.34390026e+02,-4.52018810e+02,1
1.51007237e+02,3.94469088e+02,0
1.49394960e+02,-2.03938016e+02,2
1.39281790e+02,-1.13451481e+02,2
1.26160033e+02,5.03001177e+02,0
1.50623024e+02,-2.10111375e+02,2
-1.48426970e+02,-1.92575397e+02,1
-1.18225112e+02,-5.06696437e+01,1
1.32126591e+02,4.53977536e+02,2
1.23322853e+02,5.31728953e+02,0
1.41377596e+02,4.20003413e+02,0
1.72355821e+02,-2.51948591e+02,2
-1.14653112e+02,-5.08886316e+01,1
-9.76798906e+01,-1.62785085e+02,1
-2.75748143e+01,-2.86422601e+02,1
-5.44306937e+01,-6.77596613e+01,1
1.38650802e+02,-2.22049653e+02,2
-9.77184067e+01,-2.89695422e+02,1
-1.20855659e+02,-1.79104626e+01,1
1.36681818e+02,4.02009365e+02,0
-5.19769964e+01,-2.49465533e+02,1
-1.42358241e+02,-1.21888702e+02,1
-9.65295913e+01,-3.69176357e+02,2
1.47342020e+02,3.51289244e+02,0
1.23733167e+02,4.67689325e+02,0
1.25225191e+02,5.11414258e+02,0
1.45479576e+02,4.11038070e+02,0
1.14498500e+02,-1.91456999e+02,2
1.51032080e+02,3.67828505e+02,0
1.41058473e+02,3.93993966e+02,1
-1.41627102e+02,-2.34137610e+02,1
-1.25876209e+02,-1.38107440e+02,1
1.15274109e+02,5.53096665e+02,0
1.10880302e+02,-1.56610307e+02,2
1.87678730e+02,-1.87423761e+02,2
1.46986728e+02,3.75382710e+02,0
1.39714033e+02,-1.43938466e+02,2
1.17742119e+02,5.27322501e+02,0
1.59576670e+02,-1.44318829e+02,2
1.14028531e+02,-1.89004425e+02,2
1.39642048e+02,4.22326906e+02,0
1.50656626e+02,-1.38435162e+02,2
-6.87367460e+01,-2.54195225e+02,1
1.52602831e+02,3.30684270e+02,0
9.32927795e+01,-1.87275966e+02,1
1.50408567e+02,-2.48699977e+02,2
1.56016903e+02,-2.22005325e+02,2
1.28181381e+02,4.75930783e+02,0
-7.76437648e+01,-9.15984616e+01,1
1.19493114e+02,-1.66362273e+02,2
1.22637935e+02,-1.32348753e+02,2
-1.19616608e+02,-3.16390737e+02,1
1.47993008e+02,3.78904686e+02,0
-1.49209367e+02,-3.02286924e+02,1
1.41487693e+02,-2.02310099e+02,2
1.33149490e+02,-2.08916904e+02,2
1.12954874e+02,-1.45411126e+02,0
1.22826779e+02,4.69814810e+02,0
1.47532524e+02,3.61936544e+02,0
-8.78488865e+01,-9.02825033e+01,1
1.47266050e+02,3.66766117e+02,0
1.35978216e+02,3.89794206e+02,0
-8.02685677e+01,-2.85655014e+02,1
1.59305479e+02,-1.87227892e+02,2
1.45517539e+02,3.91330150e+02,0
-9.54843822e+01,-7.63893951e+01,1
-9.36942700e+01,-2.71104987e+02,1
1.10454202e+02,5.88015474e+02,0
-1.89627156e+02,-3.35062735e+02,1
-2.82914046e+01,-1.29158296e+02,1
1.32378044e+02,-2.38895436e+02,2
-1.02096213e+02,-6.99161405e+01,1
1.28038336e+02,4.94171265e+02,0
-1.51118034e+02,-2.72453713e+02,1
-1.60460908e+02,-3.04951954e+02,1
1.16237760e+02,5.09324681e+02,0
-1.53737170e+02,-2.40875280e+02,1
-6.21766545e+01,-2.13989264e+02,1
1.24532293e+02,4.91743573e+02,0
1.07401707e+02,-2.21413369e+02,2
-1.17762696e+02,-2.72621558e+02,1
1.24884155e+02,4.81786954e+02,0
1.42686514e+02,-1.65486348e+02,2
1.22097159e+02,5.20652938e+02,0
1.20531625e+02,-2.26327365e+02,2
-7.67057875e+01,-1.59779966e+02,1
1.31922666e+02,4.55968298e+02,0
-1.45955476e+02,-7.55503424e+01,1
-1.04596124e+02,1.18498200e+02,1
-9.49249176e+01,-5.66622665e+01,1
1.43357724e+02,4.00636536e+02,0
9.50432356e+01,-1.77716662e+02,2
1.44545936e+02,3.88856215e+02,0
1.42415159e+02,-2.41428477e+02,2
1.11157421e+02,-1.93131238e+02,2
1.00043712e+02,-1.57547604e+02,2
1.22068836e+02,-1.48713070e+02,2
1.32701214e+02,4.25558172e+02,0
1.27748727e+02,-1.94198959e+02,2
-5.49345860e+01,-3.06468736e+02,1
9.73582914e+01,-1.68347980e+02,2
1.20714095e+02,5.17057971e+02,0
1.24318500e+02,4.97120637e+02,0
1.36350480e+02,4.61329050e+02,0
1.10933440e+02,-1.20970063e+02,2
1.36160777e+02,4.40848625e+02,0
1.19806996e+02,-1.74926855e+02,2
1.30759967e+02,4.43111774e+02,0
-1.17039607e+02,-1.30375903e+02,1
1.11522195e+02,-1.32512727e+02,2
-3.05727160e+01,-4.60614009e+01,1
1.53242915e+02,-1.45848534e+02,2
1.34347762e+02,4.35685452e+02,0
1.31092670e+02,-2.93331179e+02,2
1.32058142e+02,4.34989139e+02,0
1.33584207e+02,4.58720582e+02,0
-1.11061559e+02,-2.37366139e+02,1
1.16276081e+02,-2.89281054e+02,2
1.14011218e+02,-1.71392153e+02,2
1.61161962e+02,3.03284655e+02,0
1.29680569e+02,4.68442178e+02,0
1.32590516e+02,4.53354892e+02,0
1.28160960e+02,4.81367524e+02,0
-1.44882380e+02,-1.39668164e+02,1
1.42753955e+02,-1.52167208e+02,2
-9.13183911e+01,-3.10757771e+02,1
1.23914679e+02,5.20449044e+02,0
-1.36544914e+02,-1.38414527e+02,1
1.49094029e+02,3.99365438e+02,0
-1.63063180e+02,-1.86016018e+02,1
9.98495019e+01,-2.01249634e+02,2
1.21512288e+02,4.87647516e+02,0
1.28549432e+02,4.69988839e+02,0
1.29924211e+02,-1.82843371e+02,2
-1.30050579e+02,-1.91555201e+02,1
1.35617366e+02,4.21846667e+02,0
1.52287218e+02,3.76087452e+02,0
-3.89201193e+01,-7.83547417e+01,1
1.29709714e+02,4.52084442e+02,0
1.33627750e+02,-2.02703798e+02,2
1.45079667e+02,4.16380273e+02,0
1.53310583e+02,-2.25222211e+02,2
1.58073310e+02,-2.21523343e+02,2
1.19724455e+02,-1.74349466e+02,2
1.33901471e+02,4.33754940e+02,0
1.18886191e+02,-2.02983934e+02,2
-9.26608205e+01,-1.60432047e+02,1
-5.70227073e+01,-1.11710256e+02,1
1.49236873e+02,3.72093487e+02,0
1.30763127e+02,-1.27596794e+02,2
1.48276917e+02,3.68312624e+02,0
-1.43839112e+02,-1.07106791e+02,1
1.14848214e+02,-2.50797832e+02,2
1.42824550e+02,-1.72582614e+02,2
1.39978090e+02,3.87556015e+02,0
-1.35142173e+02,-6.37393202e+01,0
1.21341318e+02,5.41591845e+02,0
1.28789360e+02,4.97315504e+02,0
1.68548207e+02,-2.29744223e+02,2
-9.46015637e+01,-5.08001812e+00,1
1.51547167e+02,-2.19730776e+02,2
1.26512285e+02,4.62541393e+02,0
1.41840096e+02,4.05814691e+02,0
-6.53359756e+01,-1.67723862e+02,1
1.43967266e+02,3.68490205e+02,0
1.37401983e+02,-2.44048481e+02,2
1.14968988e+02,-1.47318960e+02,2
1.36409257e+02,-2.09803144e+02,2
-1.25578553e+02,-2.04298725e+02,1
1.25592381e+02,-1.60306202e+02,2
1.19748142e+02,5.71471122e+02,0
1.25838214e+02,4.74211316e+02,0
-9.80727583e+01,-6.57482916e+01,1
-1.36116186e+02,-1.37854836e+01,1
-4.48279101e+01,-1.71538428e+02,1
1.11386550e+02,5.66073600e+02,0
-1.12724977e+02,-2.10701028e+02,1
1.44097182e+02,3.87738049e+02,0
1.36417847e+02,4.49293894e+02,1
-1.58582767e+02,-2.00501687e+02,1
-1.00250340e+02,-3.19450698e+02,1
1.66121631e+02,-2.02486841e+02,2
1.17324662e+02,5.14585762e+02,0
1.68535539e+02,-2.02510719e+02,2
-1.78059787e+02,-1.30693882e+02,1
-8.76398778e+01,-2.88010089e+02,1
1.46060971e+02,3.67933826e+02,0
-1.36000635e+02,-1.75616994e+02,1
1.29159139e+02,4.78125914e+02,0
1.41397589e+02,4.31469149e+02,0
1.01470368e+02,-1.82512115e+02,2
1.60230151e+02,3.04215231e+02,0
-9.41066824e+01,-2.78223080e+00,1
-8.78893250e+01,-2.01932636e+02,1
1.11598843e+02,5.20765599e+02,0
-5.42015803e+01,-2.32641333e+02,1
1.28383819e+02,4.71057558e+02,0
-1.24774702e+02,-3.04077814e+02,0
1.53600105e+02,3.16132855e+02,0
1.29722752e+02,4.43992476e+02,0
1.53728008e+02,3.69067304e+02,0
1.73919913e+02,-2.85886413e+02,2
1.44428241e+02,3.80026303e+02,0
-7.47137744e+01,-1.04422930e+02,1
-7.54240868e+01,6.94563947e+01,1
-8.00937654e+01,-1.16074592e+02,1
-7.94554547e+01,-3.67004075e+02,1
1.29322001e+02,4.64104282e+02,0
1.40785875e+02,3.82563441e+02,0
1.66515201e+02,-2.12020454e+02,2
1.04827239e+02,-2.21908441e+02,2
-8.62470870e+01,-6.94132007e+01,1
1.42593475e+02,-2.20400713e+02,2
-1.12084267e+02,-8.92170286e+01,1
1.57372978e+02,3.35339328e+02,0
9.71457002e+01,-1.97923726e+02,2
-9.11046221e+01,-2.87283520e+02,0
-1.49185239e+02,-1.36165851e+02,1
1.40552586e+02,-1.13310475e+02,2
1.26950346e+02,-2.16198880e+02,2
1.21420686e+02,5.28764872e+02,0
-9.69997356e+01,-2.36318555e+02,1
1.39176246e+02,3.94437008e+02,0
-6.61544244e+01,-2.71989166e+02,1
1.31172164e+02,4.79603963e+02,0
-1.13084082e+02,-1.63267807e+02,1
-9.28972204e+01,-1.95265548e+02,1
-1.51771357e+02,-1.55497854e+02,1
1.33703752e+02,4.39443182e+02,0
-1.00525994e+02,-1.10291997e+02,1
1.25842329e+02,5.00507374e+02,0
1.30730984e+02,-1.17040127e+02,2
1.38182684e+02,-2.03075592e+02,2
-7.01440287e+01,-1.29834013e+02,1
1.30338487e+02,4.78854634e+02,0
1.49139938e+02,-2.48442436e+02,2
1.38475988e+02,-2.23173723e+02,2
-8.88883383e+01,-1.04260448e+02,1
-1.48761570e+02,-1.99171448e+02,1
1.41751111e+02,-2.25202934e+02,2
1.07890359e+02,5.78358130e+02,0
1.23837488e+02,4.75984791e+02,0
1.57147254e+02,-2.07182106e+02,2
1.35435349e+02,-1.89009971e+02,2
-1.34243871e+02,-1.85749100e+02,1
1.73466096e+02,-1.81306907e+02,2
1.31108483e+02,4.66584438e+02,0
1.33038080e+02,-1.92395734e+02,2
1.39166175e+02,4.20696390e+02,0
-8.75362630e+01,-9.88937830e+01,1
1.40460847e+02,4.12157916e+02,0
-9.58404718e+01,-1.65640845e+02,1
1.35004115e+02,4.37846916e+02,1
-1.08881703e+02,-2.58863383e+02,1
1.66375137e+02,-2.74857585e+02,2
1.44249179e+02,3.67574718e+02,0
9.30257368e+01,-2.07582862e+02,2
1.20124850e+02,5.18656565e+02,0
-1.20659862e+02,-1.66502582e+02,1
1.14221994e+02,-2.07877138e+02,2
1.22908704e+02,5.01686725e+02,0
-1.45788150e+02,-1.41283035e+02,1
1.23182564e+02,5.17995112e+02,0
1.50969751e+02,3.46255015e+02,0
-1.17469035e+02,-2.97427740e+02,1
1.38357707e+02,4.58556141e+02,0
1.34506605e+02,-2.03246223e+02,2
1.26293225e+02,-2.33421784e+02,2
-9.06358902e+01,-2.99947387e+02,1
-9.27109529e+01,-3.02718561e+02,1
1.27171299e+02,-2.19985856e+02,2
-1.12070047e+02,-1.32644700e+02,1
1.57666851e+02,-2.07294605e+02,2
1.28868798e+02,-2.09570814e+02,2
-1.59753872e+02,-3.01057946e+02,1
-1.93327179e+02,-1.88171825e+02,1
1.39673451e+02,-2.61435333e+02,2
-8.49579237e+01,-3.21717948e+02,1
1.33377563e+02,4.42132240e+02,0
-1.20479804e+02,-1.56615400e+02,1
1.14045059e+02,-1.39256400e+02,2
-8.80559393e+01,-3.18573620e+02,1
1.23451820e+02,4.76462378e+02,0
1.29099506e+02,4.84289149e+02,0
-1.38949196e+02,-2.16912864e+02,1
1.28501333e+02,-1.75671974e+02,2
1.16283195e+02,5.41813263e+02,0
1.31207918e+02,4.48848495e+02,0
1.29151719e+02,4.67699468e+02,0
-7.62627096e+01,-1.59730286e+02,1
1.16993537e+02,-1.34650427e+02,2
1.41356189e+02,3.53301420e+02,0
1.43459697e+02,3.89250811e+02,0
1.31409340e+02,-2.23718862e+02,2
-8.15409602e+01,-1.55864601e+02,1
-6.18353502e+01,-3.05806293e+02,1
1.17706884e+02,5.39448719e+02,2
1.58592860e+02,-2.03720143e+02,2
-5.66173757e+01,-1.71753333e+02,1
-7.56761169e+01,-1.29069607e+02,1
1.44168150e+02,-2.02644322e+02,2
1.19774629e+02,5.52033135e+02,0
-9.98275350e+01,-1.60912833e+01,1
1.45925381e+02,-1.84519730e+02,2
-1.37675251e+02,-1.70329692e+02,1
1.10338723e+02,-1.96963096e+02,2
-1.37290529e+02,-5.80767716e+01,1
1.45557288e+02,3.54157495e+02,0
1.13657730e+02,-9.71704311e+01,2
1.29594838e+02,4.86020816e+02,0
1.47148815e+02,3.76563367e+02,0
1.62289912e+02,-2.64768649e+02,2
-4.99859143e+01,-7.53767650e+01,1
1.29603501e+02,4.64637875e+02,0
-1.67168994e+02,-3.01802608e+01,1
-8.42645060e+01,-2.07769045e+02,1
1.62305886e+02,-2.09936049e+02,2
-1.02369278e+02,-2.03948291e+02,1
1.18218338e+02,-1.40968588e+02,2
1.25624369e+02,4.75044097e+02,0
-4.34783910e+01,-6.88318069e+01,0
-1.15087759e+02,-1.16379866e+02,1
-1.09532018e+02,-2.12280339e+02,1
1.40290244e+02,-2.08368014e+02,2
-1.00619336e+02,-2.45350769e+02,1
1.22780411e+02,-9.34210599e+01,2
1.44194809e+02,4.23968656e+02,0
1.51471961e+02,-2.03599636e+02,2
1.33038298e+02,4.14665256e+02,0
-8.92750493e+01,-3.35546426e+02,1
1.40275031e+02,-1.99367351e+02,2
1.50017270e+02,-1.35067471e+02,2
-7.42085778e+01,-1.68719483e+01,1
-1.41398189e+02,-1.82555893e+02,1
1.21303686e+02,-1.80158311e+02,2
1.41616487e+02,4.21495505e+02,0
-9.81433011e+01,-2.12635715e+02,1
1.44103073e+02,-1.54323103e+02,2
1.53890529e+02,3.42895740e+02,0
1.37925471e+02,-2.24207230e+02,2
-6.24092285e+01,8.65857215e+01,1
1.41885572e+02,-1.67034177e+02,2
1.36777957e+02,4.35377410e+02,0
1.44188788e+02,3.81041055e+02,0
1.18266589e+02,-1.73549435e+02,2
-1.00603338e+02,-1.82348169e+02,1
-1.64232975e+02,-6.36705318e+01,1
1.03318462e+02,-1.35921137e+02,2
1.59377712e+02,-2.28980354e+02,2
1.28571986e+02,4.60948885e+02,0
1.22523574e+02,-2.15016783e+02,2
1.31840144e+02,4.29066982e+02,0
1.29483297e+02,4.43468189e+02,0
1.48945707e+02,-2.09879952e+02,2
-3.87627375e+01,-1.90091547e+02,1
1.23618606e+02,5.09888676e+02,0
1.24385112e+02,4.56056454e+02,0
1.61749481e+02,-2.40037551e+02,2
-9.07731721e+01,-3.24557500e+02,1
1.27980103e+02,5.06942985e+02,0
-1.11080977e+02,-1.56895416e+02,1
1.44992547e+02,3.56313906e+02,0
1.39834778e+02,-2.05600306e+02,2
1.73104110e+02,-2.09098250e+02,2
1.37553195e+02,4.12103406e+02,0
1.34002737e+02,4.37308434e+02,0
1.05574778e+02,5.78357551e+02,0
1.35353098e+02,-9.49248864e+01,2
-1.00599628e+02,-1.95133620e+02,1
1.64010836e+02,-1.71476921e+02,2
1.30419657e+02,-2.60083979e+02,2
-9.37699231e+01,-1.80558212e+02,1
1.32690884e+02,-1.71379898e+02,2
1.16340063e+02,-1.29239182e+02,2
1.36007514e+02,-1.48164423e+02,2
1.46929775e+02,-2.52818670e+02,2
1.68703410e+02,-1.95277817e+02,2
-6.74113375e+01,-1.96686931e+02,1
1.30772676e+02,4.53012844e+02,0
1.34433475e+02,4.28510272e+02,0
1.47994260e+02,-2.79565791e+02,2
1.33241070e+02,4.31260643e+02,0
1.48561727e+02,-2.46036058e+02,0
8.51910442e+01,-1.23253844e+02,2
1.30688563e+02,-1.38227580e+02,2
1.44687926e+02,3.80419568e+02,0
1.56713959e+02,-1.78063086e+02,2
1.16233640e+02,-1.09779659e+02,2
1.20137792e+02,5.27782950e+02,0
1.27467272e+02,-2.53966716e+02,2
-1.34951640e+02,-3.65718806e+01,1
1.46389726e+02,-2.19106110e+02,2
1.29436710e+02,4.54087089e+02,0
1.41095991e+02,-8.49991960e+01,2
1.67350195e+02,-2.53620403e+02,2
1.49122226e+02,-2.38391288e+02,2
-8.09805421e+01,-2.07357693e+02,1
1.45007290e+02,3.84806670e+02,0
1.23053168e+02,4.93677304e+02,0
-1.73491789e+02,-3.23165107e+02,1
1.10912342e+02,5.83864274e+02,0
-1.27699433e+02,-6.81899740e+01,1
-7.20960272e+01,-2.16231404e+02,1
-1.07406196e+02,-3.27933827e+02,1
-7.39488752e+01,-4.49103645e+02,1
1.53247846e+02,3.47202069e+02,0
1.50314980e+02,-1.76733740e+02,2
-1.41489632e+02,-1.53144996e+02,1
-1.60115275e+02,-3.23420707e+02,1
1.42956299e+02,3.91073032e+02,0
-6.41694570e+01,-1.16103860e+02,1
-9.89662785e+01,-2.72923267e+02,1
1.60792822e+02,-2.28937440e+02,2
-1.18264488e+02,-1.88813657e+02,1
1.36713885e+02,4.27602846e+02,0
1.30274267e+02,-1.92022810e+02,2
-8.55187785e+01,-1.52463339e+02,1
1.55472607e+02,-2.73873912e+02,2
1.01343811e+02,-1.22834039e+02,2
1.47005575e+02,3.74328321e+02,0
1.52892403e+02,-2.01597018e+02,2
1.06258696e+02,-1.92906854e+02,2
-1.02005010e+02,-1.33443746e+02,1
-1.49248300e+02,-1.93714145e+02,1
1.43930924e+02,4.07644269e+02,0
-9.03267866e+01,-1.32730719e+02,1
1.21719598e+02,4.87556168e+02,0
-6.90159434e+01,-2.30723397e+02,1
1.25699554e+02,4.61919794e+02,0
1.09195750e+02,-1.73027773e+02,2
1.25486493e+02,4.96594949e+02,0
1.31189376e+02,4.58816009e+02,0
1.40766074e+02,-1.95846588e+02,2
-7.98032236e+01,-2.41888116e+01,1
-1.21093718e+02,-1.33922011e+02,1
1.30106682e+02,4.74129251e+02,0
-7.62070352e+01,-6.12682126e+01,1
1.26337445e+02,4.79473268e+02,0
1.44060011e+02,3.51534498e+02,0
-6.14857500e+01,-3.01300402e+02,1
-7.65439405e+01,-1.96588984e+02,1
1.46873498e+02,3.46946929e+02,0
1.32533879e+02,4.55277909e+02,0
1.31199178e+02,4.68279846e+02,0
-1.27260300e+02,-1.85541380e+02,1
-1.54874877e+02,-8.18251296e+01,1
-2.76636051e+01,-1.21777768e+02,1
-1.43439854e+02,-1.57769973e+02,1
1.48299771e+02,-2.01894089e+02,2
1.45238995e+02,-1.85337229e+02,2
1.51491730e+02,-1.77465140e+02,2
1.26319709e+02,5.03726308e+02,0
-9.74563148e+01,-1.26078394e+02,1
-7.29784090e+01,-1.65667641e+02,1
-7.59850039e+01,-1.46460124e+02,1
1.03781711e+02,-1.64680810e+02,2
1.49777509e+02,3.74655677e+02,0
1.50712212e+02,-1.66661767e+02,2
1.45251331e+02,3.87955080e+02,0
1.27113396e+02,4.70651619e+02,0
1.29553776e+02,4.51666668e+02,0
1.25670745e+02,-2.10774782e+02,2
1.29955577e+02,4.47709709e+02,0
1.22251528e+02,4.96702558e+02,1
-1.23542769e+02,-2.90708827e+02,1
-9.47021333e+01,-1.37786050e+02,1
1.50287441e+02,-2.11554216e+02,2
1.45263633e+02,-2.71666458e+02,2
1.05066794e+02,-1.93942067e+02,2
-1.72651849e+02,-4.03381401e+02,1
-1.44797713e+02,-1.92224442e+02,1
1.33488043e+02,4.34269164e+02,0
-1.06556074e+02,-1.92351157e+02,1
1.60133000e+02,-1.65053166e+02,2
-1.23804348e+02,-2.50671538e+02,1
1.31917696e+02,-2.29801640e+02,2
1.63239920e+02,-2.43362352e+02,2
1.29693162e+02,4.63536431e+02,0
1.49342404e+02,-2.26407926e+02,2
1.30829859e+02,4.38360999e+02,0
1.28610065e+02,-1.84620743e+02,2
-1.13352080e+02,-2.92150763e+02,1
1.25434374e+02,-1.95020151e+02,2
8.23884498e+01,-1.38594420e+02,2
-1.17998516e+02,-7.90872506e+01,1
1.25038570e+02,-1.99136554e+02,2
1.37884286e+02,-1.93895734e+02,2
1.26021834e+02,-1.98479771e+02,2
1.42557584e+02,-1.64179870e+02,2
1.05099915e+02,-7.05396503e+01,2
1.81532349e+02,-2.41607978e+02,2
1.34050992e+02,4.53260399e+02,0
-1.64166034e+02,-1.56195935e+02,1
1.52060078e+02,-2.61475737e+02,2
1.32285210e+02,-1.35866027e+02,1
1.23474368e+02,4.74640521e+02,0
1.33798203e+02,-1.60835117e+02,2
-1.44328135e+02,4.15228899e+01,1
-1.70535163e+02,-2.44062908e+02,1
-5.29995581e+01,-6.65383950e+01,1
1.22364134e+02,5.12673434e+02,0
1.32008636e+02,-2.13617172e+02,2
1.51225096e+02,-2.01454221e+02,2
-1.03803635e+02,-1.92597636e+02,1
-1.16334815e+02,-2.63075380e+02,1
1.45744627e+02,-1.61174962e+02,1
1.29722993e+02,-2.19067197e+02,2
-4.92458627e+01,-2.69825445e+02,1
-9.98753580e+01,-2.59841295e+02,1
-1.16567960e+02,-2.47697801e+02,1
-1.73035301e+02,-2.51170235e+01,1
1.46323863e+02,-2.75281422e+02,2
1.36947948e+02,-1.49483638e+02,2
1.11814190e+02,-2.20630577e+02,2
1.36368097e+02,-1.93941724e+02,2
1.11984674e+02,-1.75078441e+02,2
1.34921410e+02,4.29371124e+02,0
1.57122573e+02,-1.93476286e+02,2
-1.23918152e+02,-9.80957079e+01,1
1.21269791e+02,5.24929662e+02,0
1.44823270e+02,4.07386739e+02,0
1.36121460e+02,4.22207062e+02,1
-1.59283198e+02,-1.84444253e+02,1
1.50672700e+02,-1.95363721e+02,2
-1.03986961e+02,-2.15227561e+02,1
1.21292233e+02,4.91998509e+02,0
1.46678659e+02,-2.32744038e+02,2
-1.81375210e+02,-1.95297288e+02,1
-8.20355609e+01,-1.30976142e+02,1
1.32122919e+02,4.65183105e+02,0
1.30122415e+02,4.53718268e+02,0
1.19859194e+02,-1.61538990e+02,2
1.13446936e+02,-1.87144782e+02,2
1.47002021e+02,-1.42903025e+02,2
-7.08010391e+01,-1.16022362e+02,1
1.09260093e+02,-1.85359097e+02,2
1.10717255e+02,5.64789203e+02,0
1.36467884e+02,4.33330927e+02,0
1.46327243e+02,3.64948598e+02,0
1.31883408e+02,4.87288365e+02,2
1.59866687e+02,-2.28921639e+02,2
1.13518097e+02,5.76169524e+02,0
1.32278774e+02,4.86227523e+02,0
1.25797763e+02,4.69705344e+02,0
1.38283019e+02,4.26347584e+02,0
1.13088439e+02,-1.94917192e+02,1
1.40000550e+02,4.05079280e+02,0
1.38308441e+02,-2.46801291e+02,2
1.22652147e+02,-1.60977611e+02,2
1.44703067e+02,3.61279317e+02,0
1.27651313e+02,4.60777173e+02,0
1.28345540e+02,4.81669878e+02,1
1.34710005e+02,4.58367726e+02,0
1.40237969e+02,4.25544640e+02,0
1.31896824e+02,4.74313632e+02,0
1.20304094e+02,-1.40472072e+02,2
9.47009793e+01,-1.79695147e+02,2
1.47895670e+02,-2.15368537e+02,2
-1.41887714e+02,-3.99237485e+02,1
-8.23677080e+01,-1.75107542e+02,1
1.70814544e+02,-2.73838243e+02,2
-3.26351737e+01,-2.96703711e+02,1
1.45039544e+02,3.98125035e+02,0
1.38268896e+02,4.19071530e+02,0
1.32694183e+02,4.22951295e+02,0
1.31131600e+02,4.57119241e+02,0
8.36127702e+01,-1.47893118e+02,2
1.06575026e+02,-1.53160563e+02,2
-6.54190609e+01,-6.00544256e+01,1
-1.07760392e+02,-5.70855140e+01,1
-1.42096249e+02,-2.90603245e+02,1
1.32724889e+02,4.39435789e+02,0
1.57648720e+02,-1.42638980e+02,2
1.56583657e+02,-2.19835609e+02,2
1.03784852e+02,-2.15219293e+02,2
1.40271554e+02,3.96540312e+02,0
1.32940109e+02,4.65159873e+02,0
1.31660906e+02,4.58946139e+02,0
1.48517568e+02,3.34307641e+02,0
-1.17112291e+02,-1.10327775e+02,1
-7.75871130e+01,-1.47540770e+02,1
-1.24164639e+02,-9.76736594e+01,1
1.58191688e+02,-2.13944031e+02,2
